Quan,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Loai_duong,O_to_vao,Co_Gara,Co_San_thuong,Gan_Metro_Bus,Mat_do_dan_cu,An_ninh,Gan_nghia_trang_bai_rac,Tinh_trang_ngap,Noi_that,Tinh_trang_Dien_Nuoc,Tuoi_nha_nam,Gia_ban_ty
Ba Đình,3.95,39,8.8,8,3,3,8.9,Đường nhựa,1,0,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,4,17.08
Hoàn Kiếm,0.12,25,9.3,5,2,2,8.5,Đường đất,1,0,1,1,Trung bình,Bình thường,0,Không ngập,Nhà trống,Tốt,11,14.56
Hoàng Mai,7.3,52,4.1,1,1,2,2.6,Đường bê tông,0,0,0,1,Cao,Bình thường,0,Không ngập,Full cao cấp,Tốt,28,8.59
Hai Bà Trưng,3.04,111,3.2,5,2,1,11.2,Đường đất,1,0,1,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,14,29.43
Long Biên,5.35,108,5.7,7,5,1,6.1,Đường nhựa,1,1,1,0,Thấp,Tốt,0,Không ngập,Full cao cấp,Hay hỏng,19,22.54
Hà Đông,19.75,99,5.5,2,3,2,6.4,Đường nhựa,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,29,11.93
Hoàn Kiếm,1.3,48,8.7,8,3,1,10.2,Đường bê tông,1,1,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,1,40.12
Ba Đình,3.78,52,8.4,6,3,1,7.7,Đường bê tông,1,1,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,28,20.17
Cầu Giấy,6.23,113,5.6,3,6,2,10.2,Đường đất,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Ngập nhẹ,Cơ bản,Tốt,11,32.51
Thanh Xuân,9.73,25,4.1,1,2,3,1.6,Đường bê tông,0,0,0,0,Thấp,Tốt,0,Không ngập,Nhà trống,Hay hỏng,24,3.52
Nam Từ Liêm,14.45,29,7.5,8,8,4,8.5,Đường bê tông,1,0,1,0,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,2,4.22
Ba Đình,3.63,102,6.7,7,4,3,5.3,Đường nhựa,1,1,1,0,Thấp,Bình thường,0,Không ngập,Nhà trống,Tốt,16,39.8
Thanh Xuân,8.81,73,4.1,7,8,1,4.4,Đường bê tông,1,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,12,14.9
Đống Đa,5.61,43,9.4,1,1,1,4.9,Đường bê tông,1,0,0,0,Cao,Tốt,1,Không ngập,Cơ bản,Hay hỏng,23,7.57
Hà Đông,14.97,47,6.7,5,5,4,2.4,Đường bê tông,0,0,1,1,Trung bình,Bình thường,0,Ngập nhẹ,Nhà trống,Tốt,1,5.54
Đống Đa,4.06,78,4.1,4,8,4,6.0,Đường nhựa,1,0,1,1,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,3,22.07
Hoàn Kiếm,0.79,69,5.9,8,1,1,4.0,Đường nhựa,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,2,44.29
Đống Đa,3.67,68,6.1,2,3,1,6.8,Đường nhựa,1,1,0,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,30,24.88
Bắc Từ Liêm,14.48,66,3.8,4,6,3,11.0,Đường bê tông,1,0,1,0,Cao,Kém (Hay mất trộm),1,Ngập nhẹ,Đồ gỗ xịn,Tốt,10,5.7
Nam Từ Liêm,14.97,112,6.6,6,12,8,9.5,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),1,Ngập nhẹ,Nhà trống,Tốt,1,12.86
Long Biên,13.8,58,4.6,8,12,7,7.0,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),1,Không ngập,Cơ bản,Tốt,2,7.21
Đống Đa,4.12,54,5.5,8,6,2,9.0,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,14,18.24
Tây Hồ,7.52,67,8.0,1,2,2,10.2,Đường nhựa,1,1,0,0,Trung bình,Kém (Hay mất trộm),1,Ngập nhẹ,Cơ bản,Tốt,16,19.19
Thanh Xuân,9.55,91,9.9,4,5,5,10.5,Đường bê tông,1,1,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,11,20.27
Hai Bà Trưng,3.11,47,4.9,1,2,3,10.4,Đường đất,1,1,0,0,Thấp,Bình thường,0,Không ngập,Cơ bản,Tốt,7,12.79
Hai Bà Trưng,4.91,25,5.2,6,5,5,7.1,Đường đất,1,0,1,0,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,9,5.33
Cầu Giấy,7.65,107,9.2,6,10,3,5.2,Đường nhựa,1,1,1,0,Cao,Rất tốt (VIP),1,Không ngập,Nhà trống,Tốt,4,22.86
Hà Đông,19.46,34,8.9,8,3,4,2.0,Đường bê tông,0,0,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,23,3.2
Hà Đông,16.47,77,8.1,6,5,1,8.8,Đường nhựa,1,1,1,1,Trung bình,Kém (Hay mất trộm),0,Ngập sâu,Cơ bản,Hay hỏng,17,9.43
Ba Đình,3.39,78,4.3,6,6,4,9.8,Đường nhựa,1,0,1,0,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,12,28.55
Hoàn Kiếm,0.8,25,9.2,5,8,1,1.9,Đường bê tông,0,0,1,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,8,11.18
Hai Bà Trưng,2.54,100,5.6,7,6,7,6.0,Đường bê tông,1,1,1,1,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,25,41.61
Hoàn Kiếm,0.59,25,9.8,1,2,3,8.8,Đường bê tông,1,0,0,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Tốt,4,14.59
Cầu Giấy,6.47,63,3.5,1,2,1,9.1,Đường bê tông,1,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,14,17.18
Nam Từ Liêm,14.96,25,5.8,1,2,1,5.3,Đường nhựa,1,0,0,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,1,3.92
Cầu Giấy,7.71,29,8.5,8,1,2,10.4,Đường nhựa,1,0,1,0,Trung bình,Tốt,0,Không ngập,Full cao cấp,Tốt,28,8.97
Hai Bà Trưng,4.95,45,9.5,7,4,5,10.9,Đường đất,1,0,1,0,Thấp,Bình thường,0,Không ngập,Full cao cấp,Tốt,15,11.41
Hoàn Kiếm,1.12,54,5.6,8,9,9,10.3,Đường đất,1,1,1,0,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,18,27.67
Bắc Từ Liêm,13.16,27,9.4,3,6,1,8.8,Đường nhựa,1,0,1,0,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,5,3.26
Đống Đa,3.7,25,4.6,6,3,1,4.5,Đường đất,1,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Hay hỏng,21,5.5
Hoàn Kiếm,0.72,66,8.9,1,1,1,3.8,Đường bê tông,0,0,0,0,Trung bình,Rất tốt (VIP),0,Ngập nhẹ,Cơ bản,Tốt,8,33.89
Hoàn Kiếm,0.47,30,7.9,1,1,2,2.1,Đường bê tông,0,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,12,13.33
Ba Đình,3.91,66,3.5,1,1,2,8.3,Đường nhựa,1,0,0,0,Cao,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,15,23.43
Hà Đông,17.37,76,6.7,3,2,2,6.6,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Ngập sâu,Cơ bản,Tốt,9,9.37
Cầu Giấy,8.26,47,10.0,5,8,3,7.8,Đường bê tông,1,1,1,1,Cao,Tốt,1,Không ngập,Cơ bản,Hay hỏng,11,8.69
Hà Đông,12.85,102,3.5,7,2,2,7.0,Đường đất,1,0,1,0,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,14,12.01
Hoàn Kiếm,1.03,77,4.8,8,12,13,7.3,Đường bê tông,1,1,1,1,Cao,Bình thường,0,Không ngập,Full cao cấp,Tốt,2,55.55
Cầu Giấy,7.54,82,9.7,8,7,5,3.3,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,17,15.76
Thanh Xuân,9.62,46,5.7,3,4,2,5.4,Đường nhựa,1,1,1,1,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,22,10.66
Đống Đa,5.15,45,9.7,7,10,4,4.7,Đường nhựa,1,0,1,0,Trung bình,Bình thường,0,Ngập nhẹ,Full cao cấp,Tốt,11,12.64
Hoàng Mai,11.85,82,4.3,8,7,2,7.7,Đường nhựa,1,0,1,0,Trung bình,Rất tốt (VIP),1,Ngập nhẹ,Nhà trống,Hay hỏng,13,8.21
Đống Đa,4.15,86,7.0,8,2,3,11.1,Đường đất,1,1,1,0,Cao,Tốt,1,Không ngập,Cơ bản,Hay hỏng,19,16.13
Ba Đình,4.64,58,4.8,8,14,10,10.8,Đường bê tông,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,27,21.92
Tây Hồ,6.06,62,4.0,4,4,5,7.7,Đường bê tông,1,0,1,1,Cao,Bình thường,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,24,25.7
Long Biên,6.12,66,8.2,8,14,3,6.3,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,26,12.64
Hoàn Kiếm,1.59,59,5.7,8,4,4,7.4,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,28,37.78
Long Biên,10.64,60,8.1,5,9,4,6.7,Đường bê tông,1,1,1,0,Cao,Tốt,0,Không ngập,Full cao cấp,Tốt,3,12.61
Thanh Xuân,8.76,55,3.8,6,2,1,3.5,Đường bê tông,0,0,1,1,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,23,10.52
Hoàng Mai,10.07,80,7.6,2,2,2,7.1,Đường bê tông,1,1,0,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,24,14.32
Tây Hồ,5.4,56,5.5,8,16,14,1.8,Đường bê tông,0,0,1,1,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,1,16.69
Hà Đông,15.56,25,3.9,1,1,2,11.0,Đường đất,1,0,0,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Hay hỏng,21,2.73
Đống Đa,4.35,84,7.5,6,5,3,5.0,Đường bê tông,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,28,26.27
Thanh Xuân,7.88,69,3.2,1,2,2,7.5,Đường đất,1,0,0,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Hay hỏng,26,14.35
Đống Đa,4.96,102,3.8,4,5,3,8.7,Đường đất,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Hay hỏng,13,22.01
Hoàng Mai,5.01,42,8.3,2,1,2,9.6,Đường đất,1,0,0,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,15,7.63
Tây Hồ,7.07,46,5.4,1,1,1,3.5,Đường bê tông,0,0,0,0,Trung bình,Tốt,0,Không ngập,Cơ bản,Hay hỏng,13,11.42
Bắc Từ Liêm,13.24,140,7.5,3,3,4,2.1,Đường bê tông,0,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Hay hỏng,24,11.88
Hà Đông,19.32,84,7.8,8,7,4,6.5,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,12,11.88
Hoàng Mai,8.1,33,3.8,6,1,2,7.2,Đường đất,1,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,30,4.72
Hoàng Mai,11.52,84,9.0,4,5,6,3.3,Đường bê tông,0,0,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,18,11.6
Thanh Xuân,6.86,27,9.5,5,4,3,11.4,Đường bê tông,1,0,1,1,Cao,Kém (Hay mất trộm),0,Ngập nhẹ,Đồ gỗ xịn,Tốt,11,6.68
Hà Đông,14.47,90,4.7,6,3,1,9.0,Đường đất,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,23,11.92
Nam Từ Liêm,13.65,89,8.5,3,1,2,5.7,Đường bê tông,1,1,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,19,17.85
Long Biên,9.27,74,8.1,3,4,5,7.1,Đường đất,1,1,1,0,Trung bình,Bình thường,1,Ngập nhẹ,Đồ gỗ xịn,Tốt,6,8.26
Bắc Từ Liêm,14.69,109,4.4,3,2,2,5.0,Đường đất,1,0,1,0,Cao,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,3,11.6
Tây Hồ,5.85,37,9.3,7,3,3,10.2,Đường nhựa,1,0,1,1,Thấp,Rất tốt (VIP),0,Ngập nhẹ,Đồ gỗ xịn,Tốt,17,17.17
Bắc Từ Liêm,11.58,122,10.0,5,7,2,4.8,Đường bê tông,1,1,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,7,17.07
Thanh Xuân,9.25,108,7.1,8,6,3,4.0,Đường nhựa,1,1,1,0,Trung bình,Kém (Hay mất trộm),1,Ngập sâu,Cơ bản,Hay hỏng,28,12.79
Hai Bà Trưng,2.29,67,7.6,5,5,1,6.1,Đường bê tông,1,1,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,14,27.42
Bắc Từ Liêm,10.82,84,3.2,7,9,4,7.2,Đường bê tông,1,0,1,0,Thấp,Tốt,0,Không ngập,Nhà trống,Tốt,9,10.22
Tây Hồ,4.38,29,7.0,4,8,3,11.1,Đường đất,1,0,1,0,Cao,Kém (Hay mất trộm),1,Không ngập,Đồ gỗ xịn,Tốt,1,7.45
Hoàng Mai,9.27,77,7.1,5,9,10,11.5,Đường nhựa,1,1,1,0,Cao,Tốt,0,Ngập nhẹ,Nhà trống,Tốt,20,12.23
Hai Bà Trưng,2.84,33,9.1,7,13,2,5.5,Đường đất,1,0,1,0,Cao,Rất tốt (VIP),0,Ngập sâu,Đồ gỗ xịn,Tốt,5,8.02
Thanh Xuân,9.6,74,7.4,3,3,2,9.8,Đường nhựa,1,1,1,0,Trung bình,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,16,15.29
Tây Hồ,5.49,25,3.7,1,1,2,7.6,Đường đất,1,0,0,1,Trung bình,Kém (Hay mất trộm),0,Ngập nhẹ,Full cao cấp,Tốt,0,10.0
Đống Đa,5.35,73,4.7,4,3,2,3.4,Đường bê tông,0,0,1,1,Trung bình,Bình thường,0,Ngập sâu,Nhà trống,Tốt,16,13.22
Đống Đa,5.62,119,8.6,6,12,5,1.9,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,16,24.49
Ba Đình,4.33,33,3.8,3,4,5,11.3,Đường bê tông,1,0,1,1,Cao,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,0,11.68
Hoàn Kiếm,1.09,45,7.7,6,3,3,2.5,Đường bê tông,0,0,1,0,Thấp,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,11,17.16
Long Biên,6.16,25,7.4,6,7,8,3.4,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,19,3.57
Long Biên,9.92,84,9.7,2,3,4,1.9,Đường bê tông,0,0,0,1,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,27,12.9
Thanh Xuân,6.41,62,3.6,4,7,1,4.1,Đường bê tông,1,0,1,1,Thấp,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,8,19.75
Ba Đình,3.0,112,5.3,5,9,2,4.8,Đường nhựa,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Hay hỏng,10,47.72
Cầu Giấy,6.47,69,3.2,5,5,2,4.3,Đường nhựa,1,0,1,0,Trung bình,Tốt,0,Ngập nhẹ,Đồ gỗ xịn,Tốt,2,18.74
Hoàn Kiếm,0.13,25,5.7,5,8,7,3.8,Đường đất,0,0,1,0,Trung bình,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Hay hỏng,30,11.79
Nam Từ Liêm,13.17,25,6.3,7,4,1,2.5,Đường bê tông,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,8,3.17
Nam Từ Liêm,13.92,25,3.6,4,6,6,6.5,Đường đất,1,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,13,3.07
Hoàng Mai,8.2,109,8.1,4,7,1,11.7,Đường đất,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,19,20.3
Tây Hồ,4.79,61,5.9,6,12,11,3.4,Đường bê tông,0,0,1,1,Cao,Bình thường,0,Không ngập,Nhà trống,Hay hỏng,27,18.89
Long Biên,6.92,115,5.8,7,4,1,9.1,Đường bê tông,1,1,1,0,Trung bình,Kém (Hay mất trộm),1,Không ngập,Cơ bản,Tốt,10,14.19
Thanh Xuân,6.4,53,8.3,3,4,2,8.1,Đường đất,1,1,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,30,12.52
Hoàng Mai,5.59,48,3.1,3,5,2,8.9,Đường nhựa,1,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,11,7.35
Ba Đình,3.85,79,7.7,4,5,1,2.0,Đường bê tông,0,0,1,1,Trung bình,Tốt,0,Không ngập,Nhà trống,Tốt,26,21.49
Hà Đông,17.9,25,8.8,7,11,2,11.3,Đường nhựa,1,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,4,2.72
Tây Hồ,4.05,53,4.4,6,6,4,3.6,Đường đất,0,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,14,15.02
Ba Đình,2.45,45,6.9,4,4,5,9.0,Đường đất,1,0,1,0,Cao,Tốt,0,Không ngập,Full cao cấp,Hay hỏng,18,15.41
Cầu Giấy,6.15,64,7.7,7,3,3,1.5,Đường bê tông,0,0,1,0,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,15,13.86
Cầu Giấy,7.37,25,9.6,5,7,2,6.5,Đường nhựa,1,0,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,20,7.55
Đống Đa,3.47,79,4.6,3,6,2,9.6,Đường nhựa,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,18,24.67
Đống Đa,4.08,25,8.4,4,7,3,6.6,Đường đất,1,0,1,1,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Hay hỏng,25,6.46
Bắc Từ Liêm,13.37,49,4.4,8,4,5,6.3,Đường nhựa,1,0,1,1,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Hay hỏng,20,7.47
Đống Đa,4.51,67,3.9,8,8,9,9.3,Đường nhựa,1,0,1,0,Cao,Tốt,0,Ngập sâu,Nhà trống,Tốt,28,14.2
Hoàng Mai,7.81,132,4.9,8,13,14,8.5,Đường đất,1,1,1,0,Cao,Tốt,0,Không ngập,Nhà trống,Tốt,9,21.66
Hoàng Mai,5.49,75,8.2,5,3,1,7.2,Đường bê tông,1,1,1,0,Trung bình,Bình thường,0,Không ngập,Đồ gỗ xịn,Tốt,9,13.31
Bắc Từ Liêm,16.06,58,9.4,7,5,2,5.1,Đường nhựa,1,1,1,1,Thấp,Tốt,0,Không ngập,Full cao cấp,Tốt,8,8.99
Hà Đông,13.76,62,3.2,8,12,6,6.3,Đường nhựa,1,0,1,1,Thấp,Tốt,0,Không ngập,Nhà trống,Tốt,12,9.48
Bắc Từ Liêm,10.34,37,4.4,4,6,5,3.3,Đường bê tông,0,0,1,0,Thấp,Bình thường,0,Ngập nhẹ,Cơ bản,Tốt,7,3.91
Thanh Xuân,7.4,31,4.2,5,7,8,6.3,Đường nhựa,1,0,1,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Đồ gỗ xịn,Tốt,9,7.31
Hoàng Mai,5.66,55,8.3,6,7,1,3.3,Đường bê tông,0,0,1,1,Thấp,Tốt,0,Không ngập,Nhà trống,Tốt,29,7.41
Cầu Giấy,8.44,78,7.9,1,2,1,4.9,Đường bê tông,1,1,0,1,Thấp,Bình thường,0,Không ngập,Full cao cấp,Tốt,9,25.63
Long Biên,8.98,25,6.3,7,6,6,9.7,Đường đất,1,0,1,0,Thấp,Kém (Hay mất trộm),0,Không ngập,Nhà trống,Tốt,24,3.97
Tây Hồ,6.52,86,7.4,6,9,4,2.8,Đường bê tông,0,0,1,1,Cao,Tốt,0,Ngập sâu,Full cao cấp,Tốt,21,27.02
Hai Bà Trưng,3.32,58,7.4,7,12,10,10.5,Đường nhựa,1,1,1,0,Cao,Tốt,0,Ngập sâu,Cơ bản,Hay hỏng,17,14.17
Thanh Xuân,6.21,90,6.7,6,8,7,8.7,Đường bê tông,1,1,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Tốt,17,24.08
Đống Đa,3.23,98,3.7,2,4,5,10.8,Đường nhựa,1,0,0,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,12,25.19
Nam Từ Liêm,12.63,25,8.5,8,15,12,5.1,Đường bê tông,1,0,1,0,Cao,Bình thường,1,Không ngập,Nhà trống,Tốt,20,2.51
Hoàng Mai,5.38,51,8.4,1,1,1,11.8,Đường nhựa,1,1,0,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Hay hỏng,10,8.96
Đống Đa,5.28,42,6.4,8,13,3,10.9,Đường đất,1,0,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,0,11.37
Ba Đình,4.34,25,3.8,4,8,1,2.3,Đường bê tông,0,0,1,0,Trung bình,Bình thường,0,Không ngập,Full cao cấp,Tốt,17,7.15
Thanh Xuân,9.01,94,7.9,3,3,1,5.8,Đường đất,1,1,1,0,Trung bình,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,9,19.12
Cầu Giấy,6.21,46,5.0,4,3,4,6.3,Đường bê tông,1,1,1,0,Thấp,Kém (Hay mất trộm),0,Ngập nhẹ,Cơ bản,Tốt,21,12.63
Đống Đa,4.69,89,6.6,3,5,5,5.8,Đường đất,1,1,1,0,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,10,25.05
Tây Hồ,7.53,88,4.4,6,11,3,5.5,Đường đất,1,0,1,1,Trung bình,Tốt,0,Ngập nhẹ,Cơ bản,Tốt,28,33.06
Ba Đình,3.76,71,7.2,4,2,1,9.2,Đường nhựa,1,1,1,0,Cao,Tốt,0,Không ngập,Cơ bản,Hay hỏng,29,26.91
Hai Bà Trưng,3.1,53,5.2,1,2,2,9.9,Đường nhựa,1,1,0,1,Thấp,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,4,22.52
Tây Hồ,4.86,94,7.8,5,1,2,3.7,Đường nhựa,0,0,1,1,Cao,Rất tốt (VIP),0,Không ngập,Cơ bản,Tốt,24,33.2
Long Biên,6.11,63,8.3,6,11,4,11.2,Đường đất,1,1,1,1,Thấp,Tốt,0,Không ngập,Nhà trống,Tốt,22,13.8
Tây Hồ,7.36,59,4.6,8,10,8,5.4,Đường nhựa,1,1,1,0,Thấp,Bình thường,0,Ngập nhẹ,Cơ bản,Hay hỏng,29,19.2
Ba Đình,4.16,138,3.6,2,4,5,5.7,Đường nhựa,1,0,0,0,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,13,47.92
Hoàng Mai,8.51,35,6.4,6,3,4,6.9,Đường đất,1,0,1,1,Trung bình,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,21,6.07
Cầu Giấy,6.21,46,4.2,8,11,11,7.5,Đường nhựa,1,0,1,0,Thấp,Tốt,0,Không ngập,Nhà trống,Hay hỏng,18,10.69
Tây Hồ,5.39,97,3.6,3,3,4,10.3,Đường nhựa,1,0,1,1,Cao,Kém (Hay mất trộm),0,Không ngập,Cơ bản,Hay hỏng,13,41.6
Tây Hồ,5.99,93,6.9,1,1,2,6.3,Đường nhựa,1,1,0,1,Thấp,Bình thường,0,Không ngập,Cơ bản,Tốt,19,40.72
Hai Bà Trưng,3.65,91,3.7,1,2,3,11.9,Đường nhựa,1,0,0,1,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,9,33.18
Đống Đa,3.46,32,9.1,2,4,1,8.5,Đường bê tông,1,0,0,1,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,0,12.11
Bắc Từ Liêm,15.1,95,3.2,5,5,5,2.5,Đường bê tông,0,0,1,0,Cao,Tốt,0,Không ngập,Cơ bản,Tốt,11,8.67
Cầu Giấy,8.34,50,4.6,5,8,4,4.8,Đường nhựa,1,1,1,0,Trung bình,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,29,14.06
Thanh Xuân,6.46,42,3.6,2,4,4,8.5,Đường đất,1,0,0,0,Thấp,Bình thường,0,Không ngập,Nhà trống,Hay hỏng,30,7.81
Tây Hồ,4.46,52,8.1,7,3,3,5.3,Đường bê tông,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Tốt,3,24.35
Đống Đa,3.34,27,9.9,6,3,3,9.4,Đường đất,1,0,1,1,Cao,Tốt,0,Không ngập,Full cao cấp,Tốt,22,9.07
Hoàng Mai,5.59,92,4.7,2,1,2,6.7,Đường đất,1,1,0,0,Cao,Rất tốt (VIP),0,Không ngập,Đồ gỗ xịn,Tốt,29,17.28
Long Biên,4.11,91,4.5,5,9,2,9.1,Đường đất,1,0,1,1,Cao,Tốt,0,Ngập sâu,Full cao cấp,Tốt,24,15.02
Hà Đông,19.62,109,8.4,7,7,5,4.7,Đường đất,1,1,1,0,Cao,Tốt,0,Không ngập,Đồ gỗ xịn,Tốt,17,11.53
Long Biên,9.11,42,3.5,2,3,4,8.6,Đường nhựa,1,0,0,1,Cao,Kém (Hay mất trộm),0,Không ngập,Full cao cấp,Tốt,6,10.12
Hà Đông,12.87,86,6.0,7,3,4,2.7,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Full cao cấp,Tốt,20,10.52
Hoàng Mai,5.6,72,10.0,6,6,1,5.4,Đường bê tông,1,1,1,0,Thấp,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,18,14.45
Long Biên,5.56,33,4.5,5,8,5,1.5,Đường bê tông,0,0,1,0,Cao,Rất tốt (VIP),0,Không ngập,Nhà trống,Hay hỏng,13,4.76
Hoàng Mai,11.62,92,7.2,7,9,6,4.2,Đường nhựa,1,1,1,1,Cao,Tốt,0,Không ngập,Full cao cấp,Hay hỏng,21,16.61
