Quan_Huyen,Dac_diem_khu_vuc,Loai_dat,Loai_duong,Huong_nha,Phap_ly,Mat_do_dan_cu,An_ninh,Gan_Tien_ich,Gan_Giao_thong,Noi_that,Tinh_trang_Dien_Nuoc,Muc_do_xuong_cap,Khoang_cach_TT_km,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Tuoi_nha_nam,O_to_vao,Co_Gara,Co_San_thuong,Gan_nghia_trang_bai_rac,Co_bi_ngap,Gia_ban_ty
Hà Đông,Khu dan cu,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,Can sua chua,Binh thuong,14.34,59,5.6,5,1,2,13.2,28,1,1,1,0,0,10.0
Thanh Oai,Khu dan cu,Tho cu + Dat vuon,Duong be tong,Đông,Vi bằng,Trung binh,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,On dinh,Binh thuong,26.04,90,10.0,5,4,5,2.5,27,0,0,1,0,0,2.84
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Vi bằng,Trung binh,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,4.33,78,8.3,6,6,7,10.9,4,1,1,1,0,1,24.46
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây Bắc,Hợp đồng mua bán,Thap,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Binh thuong,4.9,58,3.2,3,3,4,4.8,28,1,0,1,0,0,21.42
Thanh Trì,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần trường học/Chợ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,14.41,30,10.6,4,3,1,10.3,12,1,0,1,0,0,1.79
Ba Vì,Gan lang nghe,Full tho cu,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,On dinh,Binh thuong,51.44,100,10.4,1,2,1,9.1,29,1,1,0,0,0,2.72
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây,Hợp đồng mua bán,Thap,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,Hay hong,Xuong cap nhe,7.33,20,5.6,5,10,5,4.9,24,1,0,1,0,0,3.01
Quốc Oai,Mat duong Quoc lo,Tho cu + Dat vuon,Duong dat,Tây,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,34.01,173,12.1,3,3,3,2.3,3,0,0,1,0,0,5.21
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Bắc,Vi bằng,Trung binh,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Cơ bản,Hay hong,Binh thuong,8.67,81,6.7,7,2,1,9.0,25,1,1,1,0,0,14.49
Ba Vì,Trong lang xom,Full tho cu,Duong be tong,Đông Nam,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần Bệnh viện,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,69.83,145,12.5,3,1,2,4.9,13,1,1,1,0,0,3.96
Đông Anh,Khu dan cu,Full tho cu,Duong nhua,Đông Nam,Vi bằng,Thap,Tốt,Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Binh thuong,15.69,106,11.8,2,1,2,7.9,16,1,1,1,0,0,10.87
Thanh Trì,Khu dan cu,Full tho cu,Duong be tong,Tây,Sổ đỏ/Sổ hồng,Cao,Tốt,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Xuong cap nhe,13.99,86,6.5,4,6,3,4.3,23,1,1,1,0,0,8.94
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Full nội thất cao cấp,Hay hong,Xuong cap nhe,5.43,75,8.3,2,2,3,6.4,26,1,1,1,0,0,16.17
Thường Tín,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Bắc,Chờ sổ,Cao,Bình thường,Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Binh thuong,26.82,120,11.7,3,6,2,8.0,20,1,1,1,0,0,3.67
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong be tong,Bắc,Sổ đỏ/Sổ hồng,Trung binh,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Cơ bản,Hay hong,Nat/Can dap di,4.94,92,8.6,2,2,3,2.8,27,0,0,1,0,0,17.41
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Trung binh,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,6.97,43,7.4,7,3,1,8.1,5,1,0,1,0,0,10.77
Chương Mỹ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Bắc,Vi bằng,Thap,Rất tốt (Khu VIP),Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,31.33,57,5.2,3,4,3,6.1,4,1,1,1,0,0,1.46
Thường Tín,Trong lang xom,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Binh thuong,26.47,141,5.7,2,2,2,7.3,22,1,1,1,0,0,5.87
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,Hay hong,Binh thuong,11.64,95,4.9,5,3,2,3.0,30,0,0,1,0,0,12.32
Mê Linh,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Đông Nam,Chờ sổ,Thap,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,Can sua chua,Xuong cap nhe,22.94,178,10.0,3,6,5,10.6,24,1,1,1,0,0,5.81
Hoàng Mai,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,11.06,61,7.6,7,11,2,7.3,4,1,1,1,0,0,12.18
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông Bắc,Hợp đồng mua bán,Thap,Bình thường,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Binh thuong,7.93,63,5.5,2,1,1,3.7,25,1,1,1,0,0,24.53
Gia Lâm,Gan KCN,Full tho cu,Duong be tong,Nam,Hợp đồng mua bán,Cao,Bình thường,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,14.86,134,4.7,4,1,1,2.6,1,0,0,1,1,0,8.33
Ba Vì,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Nam,Hợp đồng mua bán,Cao,Rất tốt (Khu VIP),Gần Bệnh viện,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Binh thuong,57.75,119,6.7,3,5,6,11.6,19,1,1,1,0,0,1.72
Sơn Tây,Mat duong Quoc lo,Full tho cu,Duong nhua,Đông Nam,Hợp đồng mua bán,Trung binh,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,37.79,150,12.7,2,3,2,7.0,11,1,1,1,0,0,8.54
Sóc Sơn,Trong lang xom,Full tho cu,Duong nhua,Đông Nam,Chờ sổ,Thap,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,25.39,237,11.0,3,2,2,7.5,4,1,1,1,1,0,8.54
Mê Linh,Gan lang nghe,Full tho cu,Duong nhua,Bắc,Vi bằng,Thap,Bình thường,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,27.02,63,5.1,3,1,1,9.0,3,1,1,1,0,0,3.48
Phúc Thọ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Nam,Vi bằng,Trung binh,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,31.96,138,10.2,2,1,1,6.9,2,1,1,1,0,0,3.23
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong be tong,Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,Can sua chua,Binh thuong,8.69,51,4.7,2,1,1,4.6,20,1,1,1,0,0,14.36
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong be tong,Nam,Chờ sổ,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,6.26,60,7.3,5,2,1,4.7,6,1,1,1,0,0,15.24
Chương Mỹ,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Tây,Vi bằng,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Binh thuong,25.53,187,5.2,1,1,1,10.3,24,1,1,0,0,0,4.35
Phúc Thọ,Trong lang xom,Full tho cu,Duong nhua,Đông,Vi bằng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Binh thuong,37.83,138,11.9,1,2,1,8.7,18,1,1,0,0,1,3.99
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Vi bằng,Cao,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,0.0,34,6.4,8,11,7,5.9,12,1,0,1,0,0,24.37
Đan Phượng,Khu dan cu,Full tho cu,Duong be tong,Tây,Sổ đỏ/Sổ hồng,Cao,Bình thường,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,Can sua chua,Binh thuong,21.28,71,10.3,1,1,1,4.1,21,1,1,0,0,0,6.98
Chương Mỹ,Trong lang xom,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,39.22,150,11.3,1,1,2,13.6,4,1,1,0,0,0,5.94
Long Biên,Khu dan cu,Tho cu + Dat vuon,Duong nhua,Tây,Sổ đỏ/Sổ hồng,Thap,Tốt,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,13.06,79,4.4,3,1,1,13.6,3,1,0,1,1,0,5.38
Phúc Thọ,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Đông,Hợp đồng mua bán,Cao,Tốt,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Xuong cap nhe,38.29,151,12.0,2,4,3,11.3,25,1,1,1,0,0,3.55
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong be tong,Đông,Sổ đỏ/Sổ hồng,Thap,Tốt,Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,Hay hong,Binh thuong,4.17,20,3.5,4,3,1,2.7,19,0,0,1,0,0,6.47
Thường Tín,Gan lang nghe,Full tho cu,Duong nhua,Bắc,Vi bằng,Thap,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,20.16,198,11.7,3,6,6,12.2,2,1,1,1,0,1,7.05
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Nam,Hợp đồng mua bán,Cao,Tốt,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,0.0,75,4.2,8,2,3,9.8,7,1,0,1,0,0,28.470000000000006
Hà Đông,Gan KCN,Full tho cu,Duong be tong,Nam,Hợp đồng mua bán,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,14.38,107,10.0,1,2,3,3.9,4,1,1,0,0,0,15.38
Sơn Tây,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,44.93,40,6.7,3,2,1,6.1,2,1,0,1,0,0,0.77
Hai Bà Trưng,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Không gần gì,Gần Bến xe Bus,Cơ bản,Hay hong,Binh thuong,4.43,25,10.0,4,7,3,15.0,16,1,0,1,0,0,8.95
Mê Linh,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Nam,Hợp đồng mua bán,Trung binh,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,20.83,215,9.8,1,2,3,13.0,0,1,1,0,0,0,6.72
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Binh thuong,9.18,80,6.8,8,9,5,10.7,23,1,1,1,0,0,19.76
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây,Chờ sổ,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,3.9,71,3.3,6,8,6,2.8,4,0,0,1,0,1,17.82
Phú Xuyên,Trong lang xom,Full tho cu,Duong dat,Đông Bắc,Hợp đồng mua bán,Thap,Bình thường,Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Xuong cap nhe,37.81,119,12.9,2,4,1,2.2,30,0,0,1,0,0,2.43
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây,Vi bằng,Thap,Rất tốt (Khu VIP),Gần Bệnh viện,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,8.32,82,7.1,4,1,2,5.4,5,1,1,1,0,0,22.64
Long Biên,Khu dan cu,Tho cu + Dat vuon,Duong be tong,Đông,Chờ sổ,Trung binh,Bình thường,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Nat/Can dap di,11.63,58,6.6,5,6,2,2.3,21,0,0,1,0,0,3.68
Sơn Tây,Trong lang xom,Full tho cu,Duong be tong,Tây,Chờ sổ,Trung binh,Tốt,Không gần gì,Gần Metro (Tàu điện),Cơ bản,On dinh,Xuong cap nhe,44.54,169,7.4,2,1,2,3.3,27,0,0,1,0,0,4.72
Đông Anh,Gan KCN,Full tho cu,Duong nhua,Bắc,Hợp đồng mua bán,Thap,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,17.2,95,11.7,2,2,3,14.4,1,1,1,1,0,0,10.45
Mê Linh,Gan lang nghe,Tho cu + Dat vuon,Duong be tong,Đông Nam,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,Can sua chua,Xuong cap nhe,24.8,152,10.1,2,1,1,4.8,19,1,1,1,0,0,4.6
Thanh Trì,Khu dan cu,Full tho cu,Duong nhua,Nam,Chờ sổ,Thap,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Xuong cap nhe,14.96,94,7.9,5,5,4,14.9,28,1,1,1,0,0,10.82
Quốc Oai,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Đông Nam,Chờ sổ,Thap,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,24.27,174,8.2,2,2,1,10.6,8,1,1,1,0,0,8.61
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Bắc,Hợp đồng mua bán,Trung binh,Bình thường,Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Nat/Can dap di,6.63,49,9.8,8,11,1,13.4,30,1,0,1,0,0,6.74
Long Biên,Khu dan cu,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,5.87,36,8.7,3,2,2,5.9,10,1,0,1,0,0,6.87
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông,Hợp đồng mua bán,Trung binh,Tốt,Gần Công viên/Hồ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,4.03,51,8.0,8,11,6,9.9,6,1,1,1,0,0,23.27
Phú Xuyên,Mat duong Quoc lo,Full tho cu,Duong nhua,Tây Bắc,Vi bằng,Trung binh,Tốt,Không gần gì,Gần Bến xe Bus,Nhà trống,On dinh,Binh thuong,36.3,71,7.6,2,1,2,15.0,17,1,1,1,0,1,3.3
Mê Linh,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Bắc,Chờ sổ,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,28.44,209,10.4,1,2,1,13.0,9,1,1,0,0,0,6.17
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,3.56,42,6.6,8,2,2,11.8,10,1,0,1,0,1,12.95
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Bắc,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Xuong cap nhe,3.24,55,6.8,3,2,3,9.8,23,1,1,1,0,0,17.08
Mê Linh,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Đông,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,21.44,182,10.4,3,6,4,7.4,4,1,1,1,0,0,6.77
Thanh Oai,Khu dan cu,Full tho cu,Duong nhua,Bắc,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,Can sua chua,Binh thuong,29.23,79,11.1,5,8,6,13.2,24,1,1,1,0,0,5.03
Thanh Oai,Gan KCN,Full tho cu,Duong be tong,Bắc,Hợp đồng mua bán,Thap,Tốt,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,28.41,46,9.7,2,4,3,2.4,14,0,0,1,0,0,2.29
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Gần trường học/Chợ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Xuong cap nhe,2.05,60,5.2,8,5,2,12.4,24,1,1,1,0,0,28.27
Ba Đình,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Cao,Bình thường,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,Hay hong,Nat/Can dap di,4.91,62,5.8,5,4,1,14.0,23,1,1,1,0,1,14.43
Đống Đa,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Xuong cap nhe,4.62,35,4.5,7,11,5,8.0,28,1,0,1,0,0,9.0
Chương Mỹ,Gan lang nghe,Full tho cu,Duong be tong,Đông Nam,Sổ đỏ/Sổ hồng,Trung binh,Tốt,Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,37.43,114,6.5,2,4,1,3.2,6,0,0,1,0,0,3.76
Phú Xuyên,Mat duong Quoc lo,Full tho cu,Duong nhua,Đông,Vi bằng,Cao,Tốt,Không gần gì,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,30.71,81,13.0,3,6,7,13.8,6,1,1,1,0,0,4.42
Sơn Tây,Mat duong Quoc lo,Full tho cu,Duong nhua,Tây Bắc,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,43.61,76,8.0,1,1,1,6.4,28,1,1,0,0,0,4.8
Thanh Oai,Khu dau gia,Full tho cu,Duong nhua,Nam,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,21.42,62,6.8,3,3,2,12.8,12,1,1,1,0,0,5.5
Phú Xuyên,Gan lang nghe,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Nat/Can dap di,35.19,86,12.2,3,1,1,9.5,17,1,1,1,0,0,2.0
Gia Lâm,Gan KCN,Tho cu + Dat vuon,Duong be tong,Nam,Sổ đỏ/Sổ hồng,Cao,Bình thường,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,11.25,63,8.2,1,1,1,4.5,13,1,1,0,0,0,4.81
Cầu Giấy,Khu dan cu dong duc,Full tho cu,Duong nhua,Đông Nam,Hợp đồng mua bán,Cao,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,8.58,36,8.1,2,1,2,13.5,15,1,0,1,0,0,10.43
Mê Linh,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Đông Nam,Hợp đồng mua bán,Thap,Rất tốt (Khu VIP),Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,27.73,134,11.3,3,6,5,8.9,2,1,1,1,0,0,4.2
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),Gần Bệnh viện,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Xuong cap nhe,6.48,85,5.1,5,6,1,14.5,20,1,1,1,0,0,28.470000000000006
Phúc Thọ,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Bắc,Vi bằng,Cao,Bình thường,Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,Can sua chua,Binh thuong,29.99,138,9.5,3,1,1,8.2,23,1,1,1,0,0,3.87
Tây Hồ,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây,Sổ đỏ/Sổ hồng,Thap,Tốt,Gần Bệnh viện,Gần Bến xe Bus,Nhà trống,On dinh,Nat/Can dap di,4.93,47,6.9,3,4,4,4.2,23,1,0,1,1,0,9.65
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Bắc,Vi bằng,Cao,Rất tốt (Khu VIP),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,Hay hong,Xuong cap nhe,0.0,82,10.5,3,4,3,11.1,16,1,1,1,0,1,28.470000000000006
Hà Đông,Khu dan cu,Full tho cu,Duong be tong,Đông Nam,Vi bằng,Trung binh,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Xuong cap nhe,12.6,50,3.1,2,3,1,4.8,16,1,0,1,0,0,6.79
Phúc Thọ,Gan lang nghe,Tho cu + Dat vuon,Duong nhua,Tây,Chờ sổ,Thap,Tốt,Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,35.05,194,10.5,3,4,2,14.0,5,1,1,1,0,1,3.43
Đông Anh,Khu dan cu,Full tho cu,Duong be tong,Đông Nam,Sổ đỏ/Sổ hồng,Cao,Tốt,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,19.13,89,7.4,2,2,2,2.1,4,0,0,1,1,0,5.58
Bắc Từ Liêm,Khu dau gia,Full tho cu,Duong be tong,Đông Bắc,Hợp đồng mua bán,Thap,Tốt,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,11.43,44,8.6,4,1,1,3.4,7,0,0,1,0,0,5.57
Thường Tín,Trong lang xom,Full tho cu,Duong nhua,Tây Bắc,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Binh thuong,26.3,40,10.6,1,1,1,11.1,18,1,0,0,1,0,1.08
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây Bắc,Vi bằng,Thap,Kém (Hay trộm cắp),Gần Công viên/Hồ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,0.0,69,11.6,4,6,4,1.8,4,0,0,1,0,0,28.470000000000006
Nam Từ Liêm,Khu dan cu,Full tho cu,Duong nhua,Đông Bắc,Hợp đồng mua bán,Cao,Bình thường,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,12.38,77,3.6,3,3,2,8.1,0,1,0,1,0,0,11.32
Quốc Oai,Trong lang xom,Full tho cu,Duong be tong,Đông Nam,Vi bằng,Cao,Bình thường,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,Can sua chua,Xuong cap nhe,22.86,104,12.9,1,1,1,3.4,17,0,0,0,0,0,4.73
Chương Mỹ,Trong lang xom,Tho cu + Dat vuon,Duong be tong,Tây Bắc,Hợp đồng mua bán,Trung binh,Bình thường,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,31.83,144,13.4,1,1,1,5.0,18,1,1,0,0,0,3.7
Quốc Oai,Mat duong Quoc lo,Tho cu + Dat vuon,Duong nhua,Tây Nam,Sổ đỏ/Sổ hồng,Thap,Bình thường,Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,26.71,179,7.8,3,5,4,8.0,2,1,1,1,0,0,8.56
Hoàn Kiếm,Khu dan cu dong duc,Full tho cu,Duong nhua,Tây Nam,Hợp đồng mua bán,Cao,Bình thường,Không gần gì,Gần Metro (Tàu điện),Nhà trống,On dinh,Binh thuong,0.0,52,5.0,5,5,5,12.4,25,1,1,1,0,0,28.470000000000006
Mỹ Đức,Trong lang xom,Tho cu + Dat vuon,Duong nhua,Bắc,Vi bằng,Trung binh,Rất tốt (Khu VIP),Gần Bệnh viện,Xa phương tiện CC,Cơ bản,Hay hong,Nat/Can dap di,45.43,94,11.4,2,4,2,7.8,25,1,1,1,0,0,0.84
Thanh Xuân,Khu dan cu dong duc,Full tho cu,Duong be tong,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),Không gần gì,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,8.53,20,7.5,4,8,1,2.4,14,0,0,1,0,1,3.36
