Quan_Huyen,Khoang_cach_TT_km,Dac_diem_khu_vuc,Loai_dat,Dien_tich_m2,Mat_tien_m,So_tang,So_phong_ngu,So_phong_tam,Do_rong_duong_m,Loai_duong,O_to_vao,Co_Gara,Co_San_thuong,Huong_nha,Phap_ly,Mat_do_dan_cu,An_ninh,Gan_nghia_trang_bai_rac,Co_bi_ngap,Gan_Tien_ich,Gan_Giao_thong,Noi_that,Tinh_trang_Dien_Nuoc,Muc_do_xuong_cap,Tuoi_nha_nam,Gia_ban_ty
Chương Mỹ,33.33,Trong lang xom,Full tho cu,84,13.4,3,6,4,8.5,Duong nhua,1,1,1,Bắc,Vi bằng,Cao,Tốt,0,0,Gần Bệnh viện,Gần Metro (Tàu điện),Nội thất cũ nát,Hay hong,Nat/Can dap di,29,2.07
Tây Hồ,6.87,Khu dan cu dong duc,Full tho cu,47,8.9,3,2,2,9.2,Duong nhua,1,0,1,Bắc,Vi bằng,Trung binh,Kém (Hay trộm cắp),0,1,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,22,13.79
Đống Đa,4.9,Khu dan cu dong duc,Full tho cu,82,8.4,8,9,9,9.2,Duong nhua,1,1,1,Đông Nam,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,13,23.85
Sơn Tây,36.46,Gan lang nghe,Full tho cu,80,6.3,2,3,2,12.2,Duong nhua,1,1,1,Bắc,Sổ đỏ/Sổ hồng,Thap,Tốt,0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,Can sua chua,Xuong cap nhe,22,2.83
Phú Xuyên,41.23,Trong lang xom,Full tho cu,100,5.2,1,1,2,6.8,Duong nhua,1,1,0,Tây Bắc,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),0,1,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,Can sua chua,Binh thuong,18,3.14
Phú Xuyên,35.48,Trong lang xom,Full tho cu,155,9.5,1,1,1,8.1,Duong nhua,1,1,0,Tây Nam,Vi bằng,Thap,Tốt,0,0,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,12,5.31
Ba Đình,2.9,Khu dan cu dong duc,Full tho cu,68,4.9,2,1,1,7.9,Duong nhua,1,1,1,Đông Bắc,Vi bằng,Cao,Rất tốt (Khu VIP),0,0,Không gần gì,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,2,31.48
Hà Đông,12.47,Khu dan cu,Full tho cu,96,6.4,4,6,3,7.1,Duong nhua,1,1,1,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,0,0,Gần Bệnh viện,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,1,15.71
Hoàn Kiếm,0.97,Khu dan cu dong duc,Full tho cu,81,5.3,5,8,3,14.0,Duong nhua,1,1,1,Tây,Hợp đồng mua bán,Thap,Tốt,0,0,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,8,56.79
Thường Tín,22.0,Trong lang xom,Full tho cu,102,12.4,2,1,2,12.2,Duong nhua,1,1,1,Tây,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),0,0,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,On dinh,Binh thuong,23,4.28
Phú Xuyên,41.29,Trong lang xom,Tho cu + Dat vuon,85,5.6,3,6,1,13.2,Duong nhua,1,1,1,Đông Nam,Hợp đồng mua bán,Cao,Tốt,0,0,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,On dinh,Binh thuong,30,1.56
Mê Linh,31.59,Gan lang nghe,Tho cu + Dat vuon,187,12.4,1,1,1,4.5,Duong be tong,1,1,0,Đông Nam,Vi bằng,Thap,Kém (Hay trộm cắp),1,0,Gần Công viên/Hồ,Xa phương tiện CC,Nội thất cũ nát,Can sua chua,Xuong cap nhe,19,4.51
Hai Bà Trưng,4.94,Khu dan cu dong duc,Full tho cu,46,6.8,7,3,2,10.6,Duong nhua,1,0,1,Đông,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,1,1,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,13,9.62
Ứng Hòa,42.41,Gan lang nghe,Full tho cu,93,9.6,2,2,3,6.6,Duong nhua,1,1,1,Nam,Vi bằng,Cao,Tốt,0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,Hay hong,Xuong cap nhe,30,2.34
Thanh Oai,29.23,Khu dan cu,Full tho cu,79,11.1,5,8,6,13.2,Duong nhua,1,1,1,Bắc,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,Can sua chua,Binh thuong,24,5.03
Ba Đình,2.1,Khu dan cu dong duc,Full tho cu,20,7.5,6,10,6,3.9,Duong be tong,1,0,1,Bắc,Chờ sổ,Cao,Kém (Hay trộm cắp),0,0,Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Xuong cap nhe,29,7.55
Đông Anh,13.52,Khu dan cu,Full tho cu,95,9.1,4,2,1,2.4,Duong be tong,0,0,1,Đông Nam,Chờ sổ,Trung binh,Rất tốt (Khu VIP),0,1,Gần Bệnh viện,Xa phương tiện CC,Nhà trống,On dinh,Xuong cap nhe,17,6.37
Sóc Sơn,33.74,Trong lang xom,Tho cu + Dat vuon,40,8.3,3,4,2,4.9,Duong be tong,1,0,1,Đông Nam,Chờ sổ,Thap,Bình thường,1,1,Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Nat/Can dap di,21,0.5
Hai Bà Trưng,2.03,Khu dan cu dong duc,Full tho cu,20,8.8,6,1,2,13.7,Duong nhua,1,0,1,Tây Bắc,Hợp đồng mua bán,Cao,Tốt,0,0,Gần Công viên/Hồ,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,1,5.49
Sóc Sơn,31.59,Gan lang nghe,Tho cu + Dat vuon,150,13.3,2,3,1,6.4,Duong nhua,1,1,1,Tây,Vi bằng,Trung binh,Kém (Hay trộm cắp),1,0,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,13,2.87
Hoài Đức,23.06,Gan KCN,Full tho cu,145,4.9,3,4,1,3.1,Duong be tong,0,0,1,Đông,Chờ sổ,Trung binh,Bình thường,0,1,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,15,8.35
Hoài Đức,15.81,Khu dan cu,Full tho cu,49,10.5,1,1,2,13.2,Duong nhua,1,0,0,Tây Bắc,Vi bằng,Trung binh,Kém (Hay trộm cắp),1,0,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,10,3.32
Hoài Đức,20.66,Gan KCN,Full tho cu,50,11.3,3,3,2,4.4,Duong be tong,1,0,1,Tây Bắc,Hợp đồng mua bán,Thap,Bình thường,0,0,Gần Bệnh viện,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,4,4.03
Sơn Tây,39.37,Mat duong Quoc lo,Full tho cu,40,9.6,1,2,2,8.6,Duong nhua,1,0,0,Tây Bắc,Vi bằng,Cao,Rất tốt (Khu VIP),0,0,Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,14,1.83
Hoàng Mai,8.45,Khu dan cu dong duc,Full tho cu,36,6.1,8,3,2,6.0,Duong nhua,1,0,1,Đông Bắc,Sổ đỏ/Sổ hồng,Thap,Bình thường,0,0,Gần Bệnh viện,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Xuong cap nhe,28,7.0
Đống Đa,5.14,Khu dan cu dong duc,Full tho cu,50,5.0,8,2,3,14.9,Duong nhua,1,0,1,Bắc,Vi bằng,Thap,Tốt,0,0,Không gần gì,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,3,15.65
Phúc Thọ,26.56,Trong lang xom,Tho cu + Dat vuon,84,11.8,3,2,2,14.8,Duong nhua,1,1,1,Tây Bắc,Vi bằng,Thap,Rất tốt (Khu VIP),0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,4,1.9
Phú Xuyên,34.98,Mat duong Quoc lo,Full tho cu,202,12.7,3,1,1,10.9,Duong nhua,1,1,1,Tây Nam,Sổ đỏ/Sổ hồng,Thap,Tốt,0,1,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,9,7.25
Ba Vì,46.5,Trong lang xom,Tho cu + Dat vuon,111,9.0,1,2,1,5.8,Duong nhua,1,1,0,Đông Nam,Vi bằng,Trung binh,Kém (Hay trộm cắp),0,0,Gần Công viên/Hồ,Gần Metro (Tàu điện),Nhà trống,Can sua chua,Binh thuong,18,1.83
Mỹ Đức,43.01,Gan lang nghe,Tho cu + Dat vuon,135,11.0,1,2,2,5.7,Duong nhua,1,1,0,Đông,Sổ đỏ/Sổ hồng,Cao,Tốt,0,0,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,5,1.7
Đan Phượng,21.6,Khu dan cu,Tho cu + Dat vuon,30,6.5,3,3,4,12.8,Duong nhua,1,0,1,Tây,Sổ đỏ/Sổ hồng,Thap,Tốt,1,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Xuong cap nhe,17,1.15
Hoài Đức,19.56,Gan KCN,Full tho cu,59,3.9,1,1,2,4.4,Duong be tong,1,0,0,Đông Bắc,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),0,0,Không gần gì,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,11,4.83
Bắc Từ Liêm,11.77,Khu dan cu,Full tho cu,94,8.4,2,2,2,11.8,Duong nhua,1,1,1,Đông Bắc,Chờ sổ,Thap,Kém (Hay trộm cắp),1,1,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,7,8.2
Mỹ Đức,41.14,Trong lang xom,Tho cu + Dat vuon,79,13.7,1,2,3,8.5,Duong nhua,1,1,0,Bắc,Chờ sổ,Cao,Bình thường,0,0,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,11,0.89
Đông Anh,18.79,Khu dau gia,Full tho cu,69,5.8,1,1,1,5.4,Duong nhua,1,1,0,Tây Bắc,Chờ sổ,Trung binh,Kém (Hay trộm cắp),0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Cơ bản,On dinh,Binh thuong,22,9.57
Đông Anh,24.22,Khu dan cu,Full tho cu,63,11.2,4,7,6,2.7,Duong be tong,0,0,1,Bắc,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),0,0,Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,12,4.64
Mỹ Đức,49.24,Gan lang nghe,Tho cu + Dat vuon,183,13.2,2,3,4,4.3,Duong be tong,1,1,1,Nam,Hợp đồng mua bán,Trung binh,Bình thường,0,0,Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,Hay hong,Xuong cap nhe,26,2.0
Chương Mỹ,30.99,Trong lang xom,Full tho cu,129,8.0,3,5,1,4.4,Duong be tong,1,1,1,Tây Nam,Sổ đỏ/Sổ hồng,Thap,Bình thường,0,0,Gần Bệnh viện,Gần Bến xe Bus,Cơ bản,On dinh,Tot/Moi,4,4.65
Ba Vì,61.69,Trong lang xom,Tho cu + Dat vuon,128,13.7,1,1,2,12.7,Duong nhua,1,1,0,Đông Nam,Chờ sổ,Thap,Tốt,0,0,Gần Bệnh viện,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,9,1.74
Hoàng Mai,11.98,Khu dan cu dong duc,Full tho cu,21,10.4,3,5,4,6.9,Duong nhua,1,0,1,Nam,Vi bằng,Thap,Tốt,0,0,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,Hay hong,Nat/Can dap di,25,2.49
Long Biên,6.78,Khu dau gia,Full tho cu,110,4.4,2,4,5,12.2,Duong nhua,1,0,1,Đông Bắc,Chờ sổ,Thap,Kém (Hay trộm cắp),0,0,Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Binh thuong,20,23.25
Hà Đông,14.09,Khu dan cu,Tho cu + Dat vuon,77,6.2,5,3,3,5.0,Duong be tong,1,1,1,Nam,Vi bằng,Thap,Tốt,0,0,Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,3,6.47
Hai Bà Trưng,2.93,Khu dan cu dong duc,Full tho cu,20,10.1,8,15,2,7.4,Duong nhua,1,0,1,Đông,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),0,0,Gần Bệnh viện,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Binh thuong,27,5.83
Hoàng Mai,10.72,Khu dan cu dong duc,Full tho cu,74,9.2,7,8,2,10.6,Duong nhua,1,1,1,Đông Bắc,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),0,0,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,13,14.53
Thạch Thất,26.85,Trong lang xom,Tho cu + Dat vuon,133,11.7,1,2,1,10.5,Duong nhua,1,1,0,Đông Bắc,Vi bằng,Thap,Bình thường,0,0,Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,18,5.57
Tây Hồ,6.16,Khu dan cu dong duc,Full tho cu,47,6.1,2,4,5,10.6,Duong nhua,1,0,1,Đông Nam,Chờ sổ,Thap,Tốt,0,0,Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Binh thuong,25,17.78
Đan Phượng,19.85,Gan KCN,Tho cu + Dat vuon,50,8.3,1,2,1,7.2,Duong nhua,1,0,0,Đông,Vi bằng,Trung binh,Bình thường,0,0,Không gần gì,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,4,2.4
Chương Mỹ,31.38,Trong lang xom,Full tho cu,111,13.3,1,1,1,12.6,Duong nhua,1,1,0,Đông Bắc,Sổ đỏ/Sổ hồng,Cao,Bình thường,0,0,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Binh thuong,20,5.21
Thanh Oai,20.96,Khu dan cu,Full tho cu,139,4.2,1,2,2,14.3,Duong nhua,1,0,0,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),0,0,Không gần gì,Gần Metro (Tàu điện),Nội thất cũ nát,Hay hong,Binh thuong,20,8.63
Thạch Thất,33.23,Trong lang xom,Full tho cu,172,12.7,1,1,1,9.2,Duong nhua,1,1,0,Đông,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),0,0,Gần Công viên/Hồ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,10,10.92
Hà Đông,13.51,Khu dan cu,Full tho cu,85,10.9,4,2,1,11.6,Duong nhua,1,1,1,Bắc,Chờ sổ,Thap,Kém (Hay trộm cắp),0,0,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,Hay hong,Binh thuong,19,12.16
Tây Hồ,5.14,Khu dan cu dong duc,Full tho cu,42,6.2,3,6,5,13.8,Duong nhua,1,0,1,Bắc,Vi bằng,Thap,Bình thường,0,0,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,Can sua chua,Xuong cap nhe,18,14.78
Sơn Tây,43.27,Gan lang nghe,Full tho cu,92,5.9,2,3,3,8.4,Duong nhua,1,1,1,Tây,Hợp đồng mua bán,Cao,Tốt,0,1,Gần Bệnh viện,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Tot/Moi,11,3.33
Long Biên,13.31,Khu dan cu,Full tho cu,54,5.3,1,2,1,3.6,Duong be tong,1,1,0,Tây Nam,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),1,0,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,Hay hong,Xuong cap nhe,26,7.34
Hà Đông,13.85,Khu dan cu,Tho cu + Dat vuon,76,10.5,1,2,1,2.2,Duong be tong,0,0,0,Nam,Chờ sổ,Cao,Kém (Hay trộm cắp),0,0,Gần trường học/Chợ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,10,4.88
Đan Phượng,24.96,Khu dan cu,Full tho cu,79,4.3,2,1,1,12.6,Duong nhua,1,0,1,Đông,Sổ đỏ/Sổ hồng,Trung binh,Kém (Hay trộm cắp),1,0,Gần Bệnh viện,Gần Metro (Tàu điện),Nhà trống,On dinh,Tot/Moi,12,4.62
Phú Xuyên,37.24,Gan lang nghe,Tho cu + Dat vuon,50,6.4,3,2,1,10.4,Duong nhua,1,0,1,Tây,Sổ đỏ/Sổ hồng,Cao,Bình thường,0,0,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Tot/Moi,7,0.87
Quốc Oai,25.65,Mat duong Quoc lo,Tho cu + Dat vuon,130,12.7,2,4,5,4.0,Duong be tong,1,1,1,Nam,Vi bằng,Thap,Tốt,0,0,Gần trường học/Chợ,Gần Bến xe Bus,Cơ bản,Hay hong,Binh thuong,20,5.41
Ba Vì,59.73,Trong lang xom,Full tho cu,191,8.3,1,1,2,3.6,Duong be tong,1,1,0,Tây,Hợp đồng mua bán,Cao,Bình thường,0,0,Gần trường học/Chợ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Binh thuong,21,4.64
Ba Vì,51.24,Mat duong Quoc lo,Full tho cu,92,11.9,2,2,2,3.7,Duong be tong,1,1,1,Đông Bắc,Sổ đỏ/Sổ hồng,Thap,Tốt,0,0,Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Binh thuong,30,3.07
Ứng Hòa,36.36,Trong lang xom,Tho cu + Dat vuon,119,12.4,2,2,3,10.3,Duong nhua,1,1,1,Đông Bắc,Chờ sổ,Thap,Bình thường,0,0,Không gần gì,Gần Metro (Tàu điện),Full nội thất cao cấp,Hay hong,Binh thuong,26,1.68
Hoài Đức,21.82,Khu dan cu,Full tho cu,89,9.2,5,9,2,3.6,Duong be tong,1,1,1,Tây Bắc,Sổ đỏ/Sổ hồng,Trung binh,Bình thường,0,0,Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,Hay hong,Xuong cap nhe,20,9.4
Quốc Oai,25.23,Trong lang xom,Full tho cu,40,6.8,1,1,2,10.2,Duong nhua,1,0,0,Đông,Hợp đồng mua bán,Thap,Kém (Hay trộm cắp),0,0,Không gần gì,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,15,2.28
Gia Lâm,18.9,Khu dan cu,Full tho cu,131,6.2,4,6,6,5.0,Duong be tong,1,1,1,Bắc,Chờ sổ,Cao,Rất tốt (Khu VIP),0,0,Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Binh thuong,30,15.68
Hai Bà Trưng,3.06,Khu dan cu dong duc,Full tho cu,20,3.2,7,4,4,10.6,Duong nhua,1,0,1,Bắc,Chờ sổ,Cao,Tốt,0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,On dinh,Xuong cap nhe,25,7.1
Phú Xuyên,43.1,Mat duong Quoc lo,Tho cu + Dat vuon,114,7.7,1,2,2,6.9,Duong nhua,1,1,0,Tây Bắc,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),0,1,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,Hay hong,Binh thuong,24,2.63
Thanh Oai,20.01,Khu dan cu,Tho cu + Dat vuon,31,11.1,4,6,5,7.1,Duong nhua,1,0,1,Bắc,Sổ đỏ/Sổ hồng,Cao,Tốt,0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nhà trống,Can sua chua,Xuong cap nhe,23,1.31
Mê Linh,34.67,Mat duong Quoc lo,Tho cu + Dat vuon,60,8.5,3,1,2,9.2,Duong nhua,1,1,1,Bắc,Chờ sổ,Thap,Bình thường,0,0,Gần Công viên/Hồ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,9,3.05
Hoàn Kiếm,1.02,Khu dan cu dong duc,Full tho cu,93,9.3,4,1,2,12.2,Duong nhua,1,1,1,Đông,Hợp đồng mua bán,Cao,Bình thường,0,1,Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Binh thuong,27,59.3
Long Biên,6.21,Gan KCN,Full tho cu,49,7.1,5,7,2,1.7,Duong be tong,0,0,1,Đông Bắc,Sổ đỏ/Sổ hồng,Thap,Kém (Hay trộm cắp),0,0,Không gần gì,Xa phương tiện CC,Cơ bản,On dinh,Tot/Moi,10,6.51
Đan Phượng,19.87,Khu dan cu,Full tho cu,89,3.2,2,2,1,5.8,Duong nhua,1,0,1,Tây Nam,Chờ sổ,Cao,Rất tốt (Khu VIP),0,0,Gần Công viên/Hồ,Gần Bến xe Bus,Nhà trống,On dinh,Nat/Can dap di,23,4.84
Cầu Giấy,8.04,Khu dan cu dong duc,Full tho cu,83,7.3,4,7,8,5.4,Duong nhua,1,1,1,Đông,Hợp đồng mua bán,Cao,Rất tốt (Khu VIP),0,0,Gần Công viên/Hồ,Xa phương tiện CC,Full nội thất cao cấp,Can sua chua,Xuong cap nhe,28,23.24
Cầu Giấy,8.42,Khu dan cu dong duc,Full tho cu,50,5.0,2,3,4,4.9,Duong be tong,1,0,1,Đông Nam,Sổ đỏ/Sổ hồng,Cao,Rất tốt (Khu VIP),0,0,Gần Công viên/Hồ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Binh thuong,21,12.79
Thanh Oai,29.68,Khu dan cu,Full tho cu,72,11.4,4,3,2,9.6,Duong nhua,1,1,1,Tây Bắc,Hợp đồng mua bán,Cao,Rất tốt (Khu VIP),0,0,Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Binh thuong,17,5.33
Đống Đa,4.57,Khu dan cu dong duc,Full tho cu,47,7.5,2,4,4,4.7,Duong be tong,1,0,1,Tây Bắc,Hợp đồng mua bán,Trung binh,Tốt,0,0,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Xuong cap nhe,20,15.79
Tây Hồ,7.12,Khu dan cu dong duc,Full tho cu,55,6.9,2,3,2,11.4,Duong nhua,1,1,1,Đông,Vi bằng,Cao,Kém (Hay trộm cắp),0,1,Gần trường học/Chợ,Gần Bến xe Bus,Full nội thất cao cấp,On dinh,Tot/Moi,13,19.58
Ba Đình,2.46,Khu dan cu dong duc,Full tho cu,53,5.0,8,12,5,13.1,Duong nhua,1,1,1,Tây Nam,Chờ sổ,Cao,Rất tốt (Khu VIP),0,1,Gần trường học/Chợ,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Tot/Moi,7,18.34
Ba Vì,45.31,Gan lang nghe,Tho cu + Dat vuon,64,8.5,1,1,2,2.5,Duong dat,0,0,0,Đông,Vi bằng,Thap,Tốt,0,0,Gần Công viên/Hồ,Gần Metro (Tàu điện),Cơ bản,On dinh,Binh thuong,29,0.5
Gia Lâm,15.95,Khu dan cu,Full tho cu,48,5.6,5,1,1,9.0,Duong nhua,1,0,1,Tây,Chờ sổ,Cao,Tốt,0,0,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,5,4.85
Quốc Oai,24.63,Trong lang xom,Full tho cu,121,12.1,2,4,1,12.4,Duong nhua,1,1,1,Tây Nam,Vi bằng,Thap,Bình thường,0,1,Gần trường học/Chợ,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,14,4.88
Sơn Tây,42.33,Trong lang xom,Tho cu + Dat vuon,175,12.5,1,1,2,10.9,Duong nhua,1,1,0,Nam,Vi bằng,Trung binh,Bình thường,1,0,Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,Hay hong,Binh thuong,25,3.34
Đống Đa,3.48,Khu dan cu dong duc,Full tho cu,20,9.4,4,3,2,12.2,Duong nhua,1,0,1,Tây Bắc,Sổ đỏ/Sổ hồng,Cao,Kém (Hay trộm cắp),0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Full nội thất cao cấp,On dinh,Xuong cap nhe,20,6.45
Đông Anh,21.05,Khu dan cu,Full tho cu,127,8.8,3,3,3,10.7,Duong nhua,1,1,1,Đông Bắc,Vi bằng,Trung binh,Rất tốt (Khu VIP),0,0,Gần Công viên/Hồ,Xa phương tiện CC,Nhà trống,On dinh,Tot/Moi,5,14.64
Chương Mỹ,36.38,Trong lang xom,Tho cu + Dat vuon,129,6.9,1,2,1,2.6,Duong dat,0,0,0,Đông Nam,Sổ đỏ/Sổ hồng,Thap,Rất tốt (Khu VIP),0,0,Gần Bệnh viện,Gần Metro (Tàu điện),Full nội thất cao cấp,Can sua chua,Binh thuong,24,1.64
Gia Lâm,12.04,Khu dan cu,Full tho cu,86,4.7,1,1,1,3.6,Duong be tong,1,1,0,Tây,Vi bằng,Thap,Bình thường,0,0,Gần trường học/Chợ,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,13,10.81
Đống Đa,3.74,Khu dan cu dong duc,Full tho cu,20,4.0,6,1,2,4.6,Duong be tong,1,0,1,Nam,Chờ sổ,Cao,Rất tốt (Khu VIP),0,0,Gần trường học/Chợ,Gần Metro (Tàu điện),Nội thất cũ nát,On dinh,Tot/Moi,7,6.77
Thanh Xuân,6.6,Khu dan cu dong duc,Full tho cu,64,6.1,2,3,3,6.8,Duong nhua,1,1,1,Bắc,Chờ sổ,Thap,Tốt,0,0,Gần trường học/Chợ,Xa phương tiện CC,Cơ bản,On dinh,Xuong cap nhe,27,16.25
Ba Vì,68.3,Gan lang nghe,Tho cu + Dat vuon,193,13.0,3,5,3,5.5,Duong nhua,1,1,1,Tây Nam,Chờ sổ,Cao,Kém (Hay trộm cắp),1,0,Gần Bệnh viện,Gần Metro (Tàu điện),Cơ bản,On dinh,Tot/Moi,6,1.8
Ba Vì,51.31,Trong lang xom,Tho cu + Dat vuon,87,6.8,1,1,2,3.5,Duong be tong,1,1,0,Nam,Sổ đỏ/Sổ hồng,Trung binh,Tốt,0,0,Gần Công viên/Hồ,Gần Bến xe Bus,Nội thất cũ nát,On dinh,Nat/Can dap di,26,0.97
Đống Đa,3.24,Khu dan cu dong duc,Full tho cu,38,11.8,6,7,2,4.3,Duong be tong,1,0,1,Tây Bắc,Vi bằng,Thap,Tốt,0,0,Gần Bệnh viện,Xa phương tiện CC,Full nội thất cao cấp,On dinh,Xuong cap nhe,19,10.13
Ứng Hòa,44.16,Trong lang xom,Full tho cu,126,5.8,3,6,3,5.4,Duong nhua,1,1,1,Tây Nam,Hợp đồng mua bán,Thap,Tốt,0,0,Gần Bệnh viện,Xa phương tiện CC,Nhà trống,On dinh,Xuong cap nhe,16,3.77
Sơn Tây,48.59,Gan lang nghe,Tho cu + Dat vuon,44,7.6,1,2,2,1.7,Duong dat,0,0,0,Tây Nam,Hợp đồng mua bán,Cao,Bình thường,0,1,Gần Bệnh viện,Gần Bến xe Bus,Nhà trống,On dinh,Tot/Moi,14,0.52
Phú Xuyên,30.08,Trong lang xom,Full tho cu,116,9.8,2,4,1,11.7,Duong nhua,1,1,1,Tây Nam,Hợp đồng mua bán,Trung binh,Rất tốt (Khu VIP),0,0,Không gần gì,Xa phương tiện CC,Nội thất cũ nát,On dinh,Tot/Moi,15,3.76
